"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL2063448";"";"None";"437.41";"0";"4.26";"2l";"Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(F)c(F)c4)c3)c12";"T1/2";"'='";"1.7";"hr";"";"";"";"UO_0000032";"";"";"";"";"0";"CHEMBL2064948";"Distribution half life in mouse at 3 mg/kg, iv";"A";"BAO_0000218";"organism-based format";"Mus musculus";"None";"None";"None";"None";"DOSE = 3.0 mg.kg-1 | ROUTE: Intravenous";"";"";"CHEMBL375";"Mus musculus";"Mus musculus";"ORGANISM";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"1.7"
"CHEMBL2063448";"";"None";"437.41";"0";"4.26";"2l";"Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(F)c(F)c4)c3)c12";"F";"'='";"31.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2064950";"Oral bioavailability in mouse at 10 mg/kg";"A";"BAO_0000218";"organism-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL375";"Mus musculus";"Mus musculus";"ORGANISM";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"31.0"
"CHEMBL2063444";"";"None";"435.87";"0";"4.64";"2h";"Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(Cl)cc4)c3)c12";"Ratio IC50";"'='";"55.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL2064922";"Selectivity ratio of IC50 for Aurora A kinase to IC50 for Aurora B kinase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"55.0"
"CHEMBL2063454";"";"None";"453.47";"0";"4.73";"3c";"Nc1nsc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(F)c(F)c4)c3)c12";"IC50";"'='";"36.0";"nM";"7.44";"";"";"UO_0000065";"16.41";"0.32";"2.71";"6.82";"0";"CHEMBL2064921";"Inhibition of Aurora B kinase by HTRF analysis in presence of 1 mM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2185";"Aurora kinase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"36.0"
"CHEMBL2063467";"";"None";"393.43";"0";"3.27";"5j";"Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)Nc4ccsc4)cc3)c12";"IC50";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"19.75";"0.38";"4.50";"6.14";"0";"CHEMBL2064921";"Inhibition of Aurora B kinase by HTRF analysis in presence of 1 mM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2185";"Aurora kinase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"17.0"
"CHEMBL2063462";"";"None";"419.42";"0";"3.02";"5d";"Nc1ncnn2ccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(F)c4)c3)c12";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"20.02";"0.37";"5.38";"6.64";"0";"CHEMBL2064921";"Inhibition of Aurora B kinase by HTRF analysis in presence of 1 mM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2185";"Aurora kinase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"4.0"
"CHEMBL2063446";"";"None";"419.42";"0";"4.12";"2j";"Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(F)c4)c3)c12";"Vd";"'='";"0.54";"L.kg-1";"";"";"";"UO_0000197";"";"";"";"";"0";"CHEMBL2064946";"Volume of distribution in mouse at 3 mg/kg, iv";"A";"BAO_0000218";"organism-based format";"Mus musculus";"None";"None";"None";"None";"DOSE = 3.0 mg.kg-1 | ROUTE: Intravenous";"";"";"CHEMBL375";"Mus musculus";"Mus musculus";"ORGANISM";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"0.54"
"CHEMBL2063447";"";"None";"469.42";"1";"5.00";"2k";"Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(C(F)(F)F)cc4)c3)c12";"Vd";"'='";"0.23";"L.kg-1";"";"";"";"UO_0000197";"";"";"";"";"0";"CHEMBL2064946";"Volume of distribution in mouse at 3 mg/kg, iv";"A";"BAO_0000218";"organism-based format";"Mus musculus";"None";"None";"None";"None";"DOSE = 3.0 mg.kg-1 | ROUTE: Intravenous";"";"";"CHEMBL375";"Mus musculus";"Mus musculus";"ORGANISM";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"0.23"
"CHEMBL2063445";"";"None";"419.42";"0";"4.12";"2i";"Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccccc4F)c3)c12";"EC15";"'='";"124.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2064923";"Cell cycle arrest in human NCI-H1299 assessed as induction of polyploidy after 48 hrs by Hoechst staining-based fluorescence microscopic analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308501";"";"";"";"124.0"
"CHEMBL2063465";"";"None";"405.39";"0";"3.35";"5h";"Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)Nc4ccc(F)cc4)cc3)c12";"IC50";"'='";"88.0";"nM";"7.06";"";"";"UO_0000065";"17.40";"0.32";"3.71";"5.58";"0";"CHEMBL2064920";"Inhibition of Aurora A kinase by HTRF analysis in presence of 1 mM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Aurora kinase A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"88.0"
"CHEMBL2063454";"";"None";"453.47";"0";"4.73";"3c";"Nc1nsc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(F)c(F)c4)c3)c12";"EC15";"'='";"21.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2064923";"Cell cycle arrest in human NCI-H1299 assessed as induction of polyploidy after 48 hrs by Hoechst staining-based fluorescence microscopic analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308501";"";"";"";"21.0"
"CHEMBL2063455";"";"None";"418.43";"0";"3.86";"4a";"Nc1n[nH]c2cccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(F)c4)c3)c12";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"18.51";"0.34";"3.88";"6.20";"0";"CHEMBL2064921";"Inhibition of Aurora B kinase by HTRF analysis in presence of 1 mM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2185";"Aurora kinase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"18.0"
"CHEMBL2063448";"";"None";"437.41";"0";"4.26";"2l";"Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(F)c(F)c4)c3)c12";"CL";"'='";"6.5";"mL.min-1.kg-1";"";"";"";"";"";"";"";"";"0";"CHEMBL2064947";"Clearance in mouse at 3 mg/kg, iv";"A";"BAO_0000218";"organism-based format";"Mus musculus";"None";"None";"None";"None";"DOSE = 3.0 mg.kg-1 | ROUTE: Intravenous";"";"";"CHEMBL375";"Mus musculus";"Mus musculus";"ORGANISM";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"0.39"
"CHEMBL2063454";"";"None";"453.47";"0";"4.73";"3c";"Nc1nsc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(F)c(F)c4)c3)c12";"Ratio IC50";"'='";"347.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL2064922";"Selectivity ratio of IC50 for Aurora A kinase to IC50 for Aurora B kinase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"347.0"
"CHEMBL2063455";"";"None";"418.43";"0";"3.86";"4a";"Nc1n[nH]c2cccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(F)c4)c3)c12";"EC15";"'='";"111.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2064923";"Cell cycle arrest in human NCI-H1299 assessed as induction of polyploidy after 48 hrs by Hoechst staining-based fluorescence microscopic analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308501";"";"";"";"111.0"
"CHEMBL2063461";"";"None";"415.46";"0";"3.19";"5c";"Cc1ccc(NC(=O)NCc2cccc(NC(=O)c3ccn4ncnc(N)c34)c2)cc1";"IC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"17.66";"0.32";"4.15";"5.80";"0";"CHEMBL2064920";"Inhibition of Aurora A kinase by HTRF analysis in presence of 1 mM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Aurora kinase A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"46.0"
"CHEMBL2063466";"";"None";"379.42";"0";"2.63";"5i";"Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)NC4CCCC4)cc3)c12";"IC50";"'='";"37.0";"nM";"7.43";"";"";"UO_0000065";"19.59";"0.36";"4.80";"5.88";"0";"CHEMBL2064920";"Inhibition of Aurora A kinase by HTRF analysis in presence of 1 mM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Aurora kinase A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"37.0"
"CHEMBL2063456";"";"None";"436.42";"0";"4.00";"4b";"Nc1n[nH]c2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(F)c(F)c4)c3)c12";"IC50";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"17.31";"0.32";"3.55";"6.05";"0";"CHEMBL2064921";"Inhibition of Aurora B kinase by HTRF analysis in presence of 1 mM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2185";"Aurora kinase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"28.0"
"CHEMBL2063447";"";"None";"469.42";"1";"5.00";"2k";"Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(C(F)(F)F)cc4)c3)c12";"EC15";"'='";"13.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2064923";"Cell cycle arrest in human NCI-H1299 assessed as induction of polyploidy after 48 hrs by Hoechst staining-based fluorescence microscopic analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308501";"";"";"";"13.0"
"CHEMBL2063453";"";"None";"485.49";"1";"5.47";"3b";"Nc1nsc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(C(F)(F)F)cc4)c3)c12";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"16.32";"0.32";"2.45";"7.26";"0";"CHEMBL2064921";"Inhibition of Aurora B kinase by HTRF analysis in presence of 1 mM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2185";"Aurora kinase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"12.0"
"CHEMBL2063446";"";"None";"419.42";"0";"4.12";"2j";"Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(F)c4)c3)c12";"EC15";"'='";"3.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2064923";"Cell cycle arrest in human NCI-H1299 assessed as induction of polyploidy after 48 hrs by Hoechst staining-based fluorescence microscopic analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308501";"";"";"";"3.0"
"CHEMBL2063462";"";"None";"419.42";"0";"3.02";"5d";"Nc1ncnn2ccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(F)c4)c3)c12";"EC15";"'='";"2.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2064923";"Cell cycle arrest in human NCI-H1299 assessed as induction of polyploidy after 48 hrs by Hoechst staining-based fluorescence microscopic analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308501";"";"";"";"2.0"
"CHEMBL2063459";"";"None";"435.88";"0";"3.54";"5a";"Nc1ncnn2ccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(Cl)cc4)c3)c12";"EC15";"'='";"1.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2064923";"Cell cycle arrest in human NCI-H1299 assessed as induction of polyploidy after 48 hrs by Hoechst staining-based fluorescence microscopic analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1299";"None";"";"";"";"CHEMBL612255";"NCI-H1299";"Homo sapiens";"CELL-LINE";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3308501";"";"";"";"1.0"
"CHEMBL2063447";"";"None";"469.42";"1";"5.00";"2k";"Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(C(F)(F)F)cc4)c3)c12";"CL";"'='";"2.167";"mL.min-1.kg-1";"";"";"";"";"";"";"";"";"0";"CHEMBL2064947";"Clearance in mouse at 3 mg/kg, iv";"A";"BAO_0000218";"organism-based format";"Mus musculus";"None";"None";"None";"None";"DOSE = 3.0 mg.kg-1 | ROUTE: Intravenous";"";"";"CHEMBL375";"Mus musculus";"Mus musculus";"ORGANISM";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"0.13"
"CHEMBL2063446";"";"None";"419.42";"0";"4.12";"2j";"Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(F)c4)c3)c12";"T1/2";"'='";"0.7";"hr";"";"";"";"UO_0000032";"";"";"";"";"0";"CHEMBL2064948";"Distribution half life in mouse at 3 mg/kg, iv";"A";"BAO_0000218";"organism-based format";"Mus musculus";"None";"None";"None";"None";"DOSE = 3.0 mg.kg-1 | ROUTE: Intravenous";"";"";"CHEMBL375";"Mus musculus";"Mus musculus";"ORGANISM";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"0.7"
"CHEMBL2063445";"";"None";"419.42";"0";"4.12";"2i";"Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccccc4F)c3)c12";"Ratio IC50";"'='";"227.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL2064922";"Selectivity ratio of IC50 for Aurora A kinase to IC50 for Aurora B kinase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"227.0"
"CHEMBL1986658";"";"None";"435.48";"0";"4.59";"3a";"Nc1nsc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(F)c4)c3)c12";"Ratio IC50";"'='";"250.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL2064922";"Selectivity ratio of IC50 for Aurora A kinase to IC50 for Aurora B kinase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"250.0"
"CHEMBL2063438";"";"None";"405.39";"0";"4.45";"2b";"Nc1noc2cccc(C(=O)Nc3ccc(NC(=O)Nc4ccc(F)cc4)cc3)c12";"Ratio IC50";"'>'";"26.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL2064922";"Selectivity ratio of IC50 for Aurora A kinase to IC50 for Aurora B kinase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"26.0"
"CHEMBL1986658";"";"None";"435.48";"0";"4.59";"3a";"Nc1nsc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(F)c4)c3)c12";"IC50";"'='";"12500.0";"nM";"4.90";"";"";"UO_0000065";"11.26";"0.22";"0.31";"4.49";"0";"CHEMBL2064920";"Inhibition of Aurora A kinase by HTRF analysis in presence of 1 mM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Aurora kinase A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"12500.0"
"CHEMBL2063447";"";"None";"469.42";"1";"5.00";"2k";"Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(C(F)(F)F)cc4)c3)c12";"IC50";"'='";"12500.0";"nM";"4.90";"";"";"UO_0000065";"10.44";"0.20";"-0.10";"4.01";"0";"CHEMBL2064920";"Inhibition of Aurora A kinase by HTRF analysis in presence of 1 mM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Aurora kinase A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2062488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"12500.0"
